id,text,language,llm_prediction
msg_0903,Mede me ho ahyɛ kratafa a atwam no so na mintumi nkɔ m’anim nkɔhyehyɛ m’ankasa ho nsɛm. Kindly boa me ma misiesie eyi sɛnea ɛbɛyɛ a metumi atoa me application no so.,ak,NO
msg_0904,Agbo la mana mato afɔɖeɖe gbãtɔa me be mage ɖe nye ŋkɔ kple nyatakaka bubuwo me o. Esia le nye mɔzɔzɔ ƒe ɖoɖowo hem ɖe megbe eye mehiã kpekpeɖeŋu kpata.,ew,YES
msg_0905,Portal no remma memfa mfitiaseɛ stage no nkɔ me din ne nsɛm foforɔ mu. Mebɔɔ mmɔden mpo sɛ mede laptop foforo bedi dwuma nanso biribiara ansakra.,ak,YES
msg_0906,Mede me ho ahyɛ kratafa a atwam no so na mintumi nkɔ m’anim nkɔhyehyɛ m’ankasa ho nsɛm. Eyi fii ase sii anɔpa yi.,ak,YES
msg_0907,"Nibimɔ lɛ yaa nɔ ekɛ mi kuɔ sɛɛ kɛbaa ni eŋmɛɛɛ mi gbɛ ni mikɛ migbɛi lɛ he saji aba. Ofainɛ, ye obua mi koni matsu enɛ he nii koni maya nɔ matsu mibimɔ lɛ he nii.",ga,YES
msg_0908,I am stuck on the previous page and cannot move forward to fill in my personal details. This started happening this morning.,en,YES
msg_0909,Melé ɖe axa si do ŋgɔ dzi eye nyemate ŋu ayi ŋgɔ akɔ nye nyatakakawo me o. Akpe ɖe ŋunye nyuie be makpɔ esia gbɔ ale be mate ŋu ayi nye dɔwɔnua dzi.,ew,YES
msg_0910,Nyemete ŋu yi akpa si meŋlɔ nye ŋkɔ ŋuti nyatakakawo ɖo la dzi o. Mele agbagba dzem gaƒoƒo eve siwo va yi evɔ medze edzi o.,ew,YES
msg_0911,"Be fɛɛ be ni makliki nɔ koni maya gbɛi lɛ fã lɛ nɔ lɛ, nɔ ko nɔ ko baaa yɛ portal lɛ nɔ. Enɛ miiha mi gbɛfaa he gbɛjianɔtoo lɛ miiba shi ni ehe miihia ni maye mabua oya.",ga,YES
msg_0912,"Ɣesiaɣi si mezi axadzi be mayi ŋkɔ ƒe akpaa dzi la, naneke medzɔna le agbo la dzi o. Esia le nye mɔzɔzɔ ŋuti ɖoɖowo hem ɖe megbe eye mehiã kpekpeɖeŋu kpata.",ew,YES
msg_0913,Mede me ho ahyɛ kratafa a atwam no so na mintumi nkɔ n’anim nkɔhyehyɛ m’ankasa ho nsɛm. Mesan nso yii me cache no fii hɔ na meda so ara hyiaa ɔhaw koro no ara.,ak,YES
msg_0914,"Bere biara a mɛkliki wɔ edin ɔfã no nkyɛn no, biribiara nsi wɔ portal no so. Mebɔɔ mmɔden mpo sɛ mede laptop foforo bedi dwuma nanso biribiara ansakra.",ak,YES
msg_0915,"I am stuck on the previous page and cannot move forward to fill in my personal details. There was no clear error code, just a generic failure message.",en,YES
msg_0916,Mede me ho ahyɛ kratafa a atwam no so na mintumi nkɔ n’anim nkɔhyehyɛ m’ankasa ho nsɛm. Mabɔ mmɔden sɛ mede browser ahorow bedi dwuma nanso asɛm no da so ara wɔ hɔ.,ak,YES
msg_0917,"Any time I click next to go to the name section, nothing happens on the portal. I have tried using different browsers but the issue remains.",en,YES
msg_0918,"Bere biara a mɛkliki wɔ edin ɔfã no nkyɛn no, biribiara nsi wɔ portal no so. Yɛsrɛ sɛ hwɛ fi wo nkyɛn sɛ nhyehyɛe bi ho asɛm bi wɔ hɔ a.",ak,YES
msg_0919,"Application no kɔ so gye me san na ɛremma me kwan mma memfa me din ho nsɛm nkɔma. Na mfomso koodu biara nni hɔ a emu da hɔ, mfomso nkrasɛm a wɔde di dwuma wɔ ɔkwan a ɛkɔ akyiri so ara kwa.",ak,YES
msg_0920,Mede me ho ahyɛ kratafa a atwam no so na mintumi nkɔ m’anim nkɔhyehyɛ m’ankasa ho nsɛm. Mabɔ mmɔden nnɔnhwerew abien a atwam ni a enkosi hwee.,ak,YES
msg_0921,Nyemete ŋu yi akpa si meŋlɔ nye ŋkɔ ŋuti nyatakakawo ɖo la dzi o. Medze agbagba to web-browser vovovowo zazã me gake nya la gakpɔtɔ li.,ew,YES
msg_0922,Mede me ho ahyɛ kratafa a atwam no so na mintumi nkɔ m’anim nkɔhyehyɛ m’ankasa ho nsɛm. Kindly boa me ma misiesie eyi sɛnea ɛbɛyɛ a metumi atoa me application no so.,ak,YES
msg_0923,I am stuck on the previous page and cannot move forward to fill in my personal details. I even tried using another laptop but nothing changed.,en,YES
msg_0924,Agbo la mana mato afɔɖeɖe gbãtɔa me be mage ɖe nye ŋkɔ kple nyatakaka bubuwo me o. Esia le nye mɔzɔzɔ ƒe ɖoɖowo hem ɖe megbe eye mehiã kpekpeɖeŋu kpata.,ew,YES
msg_0925,The application keeps taking me back and will not allow me to submit my name information. I even tried using another laptop but nothing changed.,en,YES
msg_0926,Mikɛ mihe kpɛtɛ baafa ni tsɔ hiɛ lɛ he ni minyɛɛɛ maya hiɛ koni mikɛ mi diɛŋtsɛ mihe saji awo mli. Mikɛ laptop kroko po bɔ mɔdɛŋ shi nɔ ko nɔ ko tsakeee.,ga,YES
msg_0927,Mintumi nkɔ ɔfã a mede me din ho nsɛm hyɛ mu no so. Mabɔ mmɔden nnɔnhwerew abien a atwam ni a entumi nyɛ yiye.,ak,YES
msg_0928,Agbo la mana mato afɔɖeɖe gbãtɔa me be mage ɖe nye ŋkɔ kple nyatakaka bubuwo me o. Esia le nye mɔzɔzɔ ƒe ɖoɖowo hem ɖe megbe eye mehiã kpekpeɖeŋu kpata.,ew,YES
msg_0929,Mikɛ mihe kpɛtɛ baafa ni tsɔ hiɛ lɛ he ni minyɛɛɛ maya hiɛ koni mikɛ mi diɛŋtsɛ mihe saji awo mli. Enɛ je shishi leebi nɛɛ.,ga,YES
msg_0930,I am unable to proceed to the section where I enter my name details. This is delaying my travel plans and I need urgent help.,en,YES
msg_0931,"I am stuck on the previous page and cannot move forward to fill in my personal details. There was no clear error code, just a generic failure message.",en,YES
msg_0932,Akwammisa krataa no kɔ so ara gye me na ɛremma memfa me din ho nsɛm nkɔma. Eyi fii ase sii anɔpa yi.,ak,YES
msg_0933,The application keeps taking me back and will not allow me to submit my name information. Please check from your side if there is a system issue.,en,NO
msg_0934,"Ɣesiaɣi si mezi axadzi be mayi ŋkɔ ƒe akpaa dzi la, naneke medzɔna le agbo la dzi o. Esia dze dzɔdzɔ gɔme ŋdi sia.",ew,YES
msg_0935,Application no kɔ so gye me san na ɛremma memfa me din ho nsɛm nkɔma. Mabɔ mmɔden sɛ mede browser ahorow bedi dwuma nanso asɛm no da so ara wɔ hɔ.,ak,YES
msg_0936,Aplikeshin lɛ haa mikuɔ misɛɛ ni eŋmɛɛɛ mi gbɛ ni mikɛ migbɛi lɛ he saji aba. Mikɛ ŋmɛlɛtswai enyɔ ni eho lɛ ebɔ mɔdɛŋ ni maye omanye.,ga,YES
msg_0937,"Mikɛ mihe kpɛtɛ baafa ni tsɔ hiɛ lɛ he, ni minyɛɛɛ maya hiɛ koni mikɛ mi diɛŋtsɛ mihe saji awo mli. Enɛ miiha mi gbɛfaa he gbɛjianɔtoo lɛ miiba shi ni ehe miihia ni maye mabua oya.",ga,YES
msg_0938,The portal will not let me pass the initial stage to enter my name and other particulars. This started happening this morning.,en,YES
msg_0939,Portal no remma memfa stage a edi kan no nkɔ me din ne nsɛm afoforo mu. Mesan nso yii me cache no fii hɔ na meda so ara hyiaa ɔhaw koro no ara.,ak,YES
msg_0940,"Any time I click next to go to the name section, nothing happens on the portal. I have been trying for the past two hours without success.",en,YES
msg_0941,Mede me ho ahyɛ kratafa a atwam no so na mintumi nkɔ m’anim nkɔhyehyɛ m’ankasa ho nsɛm. Mebɔɔ mmɔden mpo sɛ mede laptop foforo bedi dwuma nanso biribiara ansakra.,ak,YES
msg_0942,"Mintumi nkɔ ɔfã a mede me din ho nsɛm hyɛ mu no so. Mesrɛ wo, hwɛ sɛ nhyehyɛe ho asɛm bi wɔ hɔ a.",ak,YES
msg_0943,"Application no kɔ so gye me san na ɛremma me kwan mma memfa me din ho nsɛm nkɔma. Na mfomso koodu biara nni hɔ a emu da hɔ, mfomso nkrasɛm a wɔde di dwuma wɔ ɔkwan a ɛkɔ akyiri so ara kwa.",ak,YES
msg_0944,Mede me ho ahyɛ kratafa a atwam no so na mintumi nkɔ m’anim nkɔhyehyɛ m’ankasa ho nsɛm. Eyi retwentwɛn m’akwantu nhyehyɛe ase na mihia mmoa ntɛm ara.,ak,YES
msg_0945,I am stuck on the previous page and cannot move forward to fill in my personal details. Kindly assist me to resolve this so I can continue my application.,en,YES
msg_0946,Dɔdamɔnua yia edzi le megbem eye maɖe mɔ nam be matsɔ nye ŋkɔ ŋuti nyatakakawo aɖo ɖa o. Medze agbagba to web-browser vovovowo zazã me gake nya la gakpɔtɔ li.,ew,YES
msg_0947,Minyɛɛɛ maya fã ni mikɛ migbɛi lɛ he saji woɔ mli lɛ nɔ. Mijieɔ mi cache lɛ hu ni mikɛ naagba nɛɛ nɔŋŋ kpeɔ lolo.,ga,YES
msg_0948,"Any time I click next to go to the name section, nothing happens on the portal. There was no clear error code, just a generic failure message.",en,YES
msg_0949,"Bere biara a mɛkliki wɔ edin ɔfã no nkyɛn no, biribiara nsi wɔ portal no so. Na mfomso koodu biara nni hɔ a emu da hɔ, mfomso nkrasɛm a wɔde di dwuma wɔ ɔkwan a ɛkɔ akyiri so ara kwa.",ak,YES
msg_0950,Nyemete ŋu yi akpa si meŋlɔ nye ŋkɔ ŋuti nyatakakawo ɖo la dzi o. Kpe ɖe ŋunye nyuie be makpɔ esia gbɔ ale be mate ŋu ayi nye dɔbiagbalẽvia dzi.,ew,YES
msg_0951,Mede me ho ahyɛ kratafa a atwam no so na mintumi nkɔ m’anim nkɔhyehyɛ m’ankasa ho nsɛm. Mebɔɔ mmɔden mpo sɛ mede laptop foforo bedi dwuma nanso biribiara ansakra.,ak,YES
msg_0952,"Application no kɔ so gye me san na ɛremma me kwan mma memfa me din ho nsɛm nkɔma. Mesrɛ wo, hwɛ firi wo nkyɛn sɛ nhyehyɛeɛ ho asɛm bi wɔ hɔ a.",ak,YES
msg_0953,Mede me ho ahyɛ kratafa a atwam no so na mintumi nkɔ m’anim nkɔhyehyɛ m’ankasa ho nsɛm. Mebɔɔ mmɔden mpo sɛ mede laptop foforo bedi dwuma nanso biribiara ansakra.,ak,YES
msg_0954,Application lɛ yaa nɔ ekɛ mi kuɔ sɛɛ kɛbaa ni eŋmɛɛɛ mi gbɛ ni mikɛ migbɛi lɛ he saji aba. Mikɛ brauzai srɔtoi ebɔ mɔdɛŋ shi sane lɛ kã he ehi shi.,ga,YES
msg_0955,The application keeps taking me back and will not allow me to submit my name information. I have tried using different browsers but the issue remains.,en,YES
msg_0956,"Bere biara a mɛkliki wɔ edin ɔfã no nkyɛn no, biribiara nsi wɔ portal no so. Mesan nso yii me cache no fii hɔ na meda so ara hyiaa ɔhaw koro no ara.",ak,YES
msg_0957,"Any time I click next to go to the name section, nothing happens on the portal. I have tried using different browsers but the issue remains.",en,YES
msg_0958,Metsi axa si do ŋgɔ la dzi eye nyemate ŋu ayi ŋgɔ akɔ nye nyatakakawo me o. Mele agbagba dzem gaƒoƒo eve siwo va yi evɔ medze edzi o.,ew,YES
msg_0959,"Nyemete ŋu yi akpa si meŋlɔ nye ŋkɔ ŋuti nyatakakawo ɖo la dzi o. Vodada ƒe kɔpi aɖeke menɔ anyi si me kɔ o, si nye kpododonu ƒe gbedasi si wozãna le mɔ gbadza nu ko.",ew,YES
msg_0960,Portal no remma memfa mfitiaseɛ stage no nkɔ me din ne nsɛm foforɔ mu. Kindly boa me ma misiesie eyi sɛnea ɛbɛyɛ a metumi atoa me application no so.,ak,YES
msg_0961,I am stuck on the previous page and cannot move forward to fill in my personal details. I also cleared my cache and still faced the same problem.,en,YES
msg_0962,Application no kɔ so gye me san na ɛremma me kwan mma memfa me din ho nsɛm nkɔma. Mabɔ mmɔden nnɔnhwerew abien a atwam ni a enkosi hwee.,ak,YES
msg_0963,The portal will not let me pass the initial stage to enter my name and other particulars. I am doing this from Accra using a stable internet connection.,en,YES
msg_0964,I am unable to proceed to the section where I enter my name details. I am doing this from Accra using a stable internet connection.,en,YES
msg_0965,Application no kɔ so gye me san na ɛremma me kwan mma memfa me din ho nsɛm nkɔma. Mede intanɛt nkitahodi a ɛyɛ den na ɛreyɛ eyi afi Accra hɔ.,ak,YES
msg_0966,"Any time I click next to go to the name section, nothing happens on the portal. This started happening this morning.",en,YES
msg_0967,"Mede me ho ahyɛ kratafa a atwam no so na mintumi nkɔ n’anim nkɔhyehyɛ m’ankasa ho nsɛm. Na mfomso koodu biara nni hɔ a emu da hɔ, mfomso nkrasɛm a wɔde di dwuma wɔ ɔkwan a ɛkɔ akyiri so ara kwa.",ak,YES
msg_0968,Portal no remma memfa mfitiaseɛ stage no nkɔ me din ne nsɛm foforɔ mu. Mabɔ mmɔden nnɔnhwerew abien a atwam ni a enkosi hwee.,ak,YES
msg_0969,"Bere biara a mɛkliki wɔ edin ɔfã no nkyɛn no, biribiara nsi wɔ portal no so. Na mfomso koodu biara nni hɔ a emu da hɔ, mfomso nkrasɛm a wɔde di dwuma wɔ ɔkwan a ɛkɔ akyiri so ara kwa.",ak,YES
msg_0970,Dɔdamɔnua yia edzi le megbem eye maɖe mɔ nam be matsɔ nye ŋkɔ ŋuti nyatakakawo aɖo ɖa o. Taflatse kpɔe ɖa le wò axadzi nenye be ɖoɖoa ƒe nya aɖe li.,ew,YES
msg_0971,I am unable to proceed to the section where I enter my name details. I have tried using different browsers but the issue remains.,en,YES
msg_0972,I am stuck on the previous page and cannot move forward to fill in my personal details. This is delaying my travel plans and I need urgent help.,en,YES
msg_0973,"Any time I click next to go to the name section, nothing happens on the portal. There was no clear error code, just a generic failure message.",en,YES
msg_0974,"Any time I click next to go to the name section, nothing happens on the portal. This is delaying my travel plans and I need urgent help.",en,YES
msg_0975,Portal no remma memfa mfitiaseɛ stage no nkɔ me din ne nsɛm foforɔ. Mabɔ mmɔden sɛ mede browser ahorow bedi dwuma nanso asɛm no da so ara wɔ hɔ.,ak,YES
msg_0976,Application no kɔ so gye me san na ɛremma me kwan mma memfa me din ho nsɛm nkɔma. Mabɔ mmɔden nnɔnhwerew abien a atwam ni a enkosi hwee.,ak,YES
msg_0977,Mintumi nkɔ ɔfã a mekyerɛw me din ho nsɛm no so. Mebɔɔ mmɔden mpo sɛ mede laptop foforo bedi dwuma nanso biribiara ansakra.,ak,YES
msg_0978,"Any time I click next to go to the name section, nothing happens on the portal. There was no clear error code, just a generic failure message.",en,YES
msg_0979,Mede me ho ahyɛ kratafa a atwam no so na mintumi nkɔ n’anim nkɔhyehyɛ m’ankasa ho nsɛm. Mesan nso yii me cache no fii hɔ na meda so ara hyiaa ɔhaw koro no ara.,ak,YES
msg_0980,The portal will not let me pass the initial stage to enter my name and other particulars. Please check from your side if there is a system issue.,en,YES
msg_0981,Application no kɔ so gye me san na ɛremma me kwan mma memfa me din ho nsɛm nkɔma. Mesan nso yii me cache no fii hɔ na meda so ara hyia ɔhaw koro no ara.,ak,YES
msg_0982,"Any time I click next to go to the name section, nothing happens on the portal. There was no clear error code, just a generic failure message.",en,YES
msg_0983,I am unable to proceed to the section where I enter my name details. I have tried using different browsers but the issue remains.,en,NO
msg_0984,Portal no remma memfa stage a edi kan no nkɔ me din ne nsɛm afoforo mu. Mesan nso yii me cache no fii hɔ na meda so ara hyiaa ɔhaw koro no ara.,ak,YES
msg_0985,Mikɛ mihe kpɛtɛ baafa ni tsɔ hiɛ lɛ he ni minyɛɛɛ maya hiɛ koni mikɛ mi diɛŋtsɛ mihe saji awo mli. Mijieɔ mi cache lɛ hu ni mikɛ naagba nɛɛ nɔŋŋ kpeɔ lolo.,ga,YES
msg_0986,Dɔdamɔnua yia edzi le megbem eye maɖe mɔ nam be matsɔ nye ŋkɔ ŋuti nyatakakawo aɖo ɖa o. Mele agbagba dzem gaƒoƒo eve siwo va yi evɔ medze edzi o.,ew,YES
msg_0987,The application keeps taking me back and will not allow me to submit my name information. I have been trying for the past two hours without success.,en,YES
msg_0988,"Portal lɛ haŋ mikɛ shishijee stage lɛ awo migbɛi kɛ nibii krokomɛi amli. Ofainɛ, ye obua mi koni matsu enɛ he nii koni maya nɔ mikɛ mi nitsumɔ lɛ atsu nii.",ga,YES
msg_0989,Mintumi nkɔ ɔfã a mede me din ho nsɛm hyɛ mu no so. Kindly boa me ma midi eyi ho dwuma sɛnea ɛbɛyɛ a metumi atoa me application no so.,ak,YES
msg_0990,"Application no kɔ so gye me san na ɛremma me kwan mma memfa me din ho nsɛm nkɔma. Na mfomso koodu biara nni hɔ a emu da hɔ, mfomso nkrasɛm a wɔde di dwuma wɔ ɔkwan a ɛkɔ akyiri so ara kwa.",ak,YES
msg_0991,Mede me ho ahyɛ kratafa a atwam no so na mintumi nkɔ n’anim nkɔhyehyɛ m’ankasa ho nsɛm. Mesan nso yii me cache no fii hɔ na meda so ara hyiaa ɔhaw koro no ara.,ak,YES
msg_0992,Melé ɖe axa si do ŋgɔ dzi eye nyemate ŋu ayi ŋgɔ akɔ nye nyatakakawo me o. Taflatse lé ŋku ɖe wò axadzi ŋu nenye be ɖoɖo aɖe li.,ew,YES
msg_0993,Portal no remma memfa mfitiaseɛ stage no nkɔ me din ne nsɛm foforɔ. Mabɔ mmɔden sɛ mede browser ahorow bedi dwuma nanso asɛm no da so ara wɔ hɔ.,ak,YES
msg_0994,The portal will not let me pass the initial stage to enter my name and other particulars. I also cleared my cache and still faced the same problem.,en,YES
msg_0995,"Portal no remma memfa stage a edi kan no nkɔ me din ne nsɛm afoforo mu. Mesrɛ wo, hwɛ fi wo nkyɛn sɛ nhyehyɛe bi wɔ hɔ a.",ak,YES
msg_0996,Application no kɔ so gye me san na ɛremma me kwan mma memfa me din ho nsɛm nkɔma. Mesan nso yii me cache no fii hɔ na meda so ara hyia ɔhaw koro no ara.,ak,YES
msg_0997,"Portal no remma memfa stage a edi kan no nkɔ me din ne nsɛm afoforo mu. Mesrɛ wo, hwɛ fi wo nkyɛn sɛ nhyehyɛe bi wɔ hɔ a.",ak,YES
msg_0998,I am stuck on the previous page and cannot move forward to fill in my personal details. Please check from your side if there is a system issue.,en,YES
msg_0999,Mintumi nkɔ ɔfã a mede me din ho nsɛm hyɛ mu no so. Eyi fii ase sii anɔpa yi.,ak,YES
msg_1000,I am unable to proceed to the section where I enter my name details. This started happening this morning.,en,YES
msg_1001,Portal no remma memfa mfitiaseɛ stage no nkɔ me din ne nsɛm foforɔ mu. Kindly boa me ma misiesie eyi sɛnea ɛbɛyɛ a metumi atoa me application no so.,ak,YES
msg_1002,The application keeps taking me back and will not allow me to submit my name information. Please check from your side if there is a system issue.,en,YES
msg_1003,"Any time I click next to go to the name section, nothing happens on the portal. Please check from your side if there is a system issue.",en,YES
msg_1004,Nyemete ŋu yi akpa si meŋlɔ nye ŋkɔ ŋuti nyatakakawo ɖo la dzi o. Mete kɔmpiuta bubu zazã gɔ̃ hã kpɔ gake naneke metrɔ o.,ew,YES
msg_1005,The portal will not let me pass the initial stage to enter my name and other particulars. Kindly assist me to resolve this so I can continue my application.,en,YES
msg_1006,Metsi axa si do ŋgɔ la dzi eye nyemate ŋu ayi ŋgɔ akpe nye nyatakakawo ɖo o. Mete kɔmpiuta bubu zazã kpɔ gɔ̃ hã kpɔ gake naneke metrɔ o.,ew,YES
msg_1007,Akwammisa krataa no kɔ so ara gye me na ɛremma me kwan mma memfa me din ho nsɛm mmra. Eyi rekyɛ m’akwantu nhyehyɛe na mihia mmoa ntɛm ara.,ak,YES
msg_1008,I am stuck on the previous page and cannot move forward to fill in my personal details. I even tried using another laptop but nothing changed.,en,YES
msg_1009,I am unable to proceed to the section where I enter my name details. This started happening this morning.,en,YES
msg_1010,Dɔdamɔnua yia edzi le megbem eye maɖe mɔ nam be matsɔ nye ŋkɔ ŋuti nyatakakawo aɖo ɖa o. Mete kɔmpiuta bubu zazã gɔ̃ hã kpɔ gake naneke metrɔ o.,ew,YES
msg_1011,"Bere biara a mɛkliki wɔ edin ɔfã no nkyɛn no, biribiara nsi wɔ portal no so. Mebɔɔ mmɔden mpo sɛ mede laptop foforo bedi dwuma nanso biribiara ansakra.",ak,YES
msg_1012,"Any time I click next to go to the name section, nothing happens on the portal. I am doing this from Accra using a stable internet connection.",en,YES
msg_1013,Melé ɖe axa si do ŋgɔ dzi eye nyemate ŋu ayi ŋgɔ akɔ nye nyatakakawo me o. Taflatse lé ŋku ɖe wò axadzi ŋu nenye be ɖoɖo aɖe li.,ew,YES
msg_1014,The application keeps taking me back and will not allow me to submit my name information. I have been trying for the past two hours without success.,en,YES
msg_1015,Mede me ho ahyɛ kratafa a atwam no so na mintumi nkɔ m’anim nkɔhyehyɛ m’ankasa ho nsɛm. Mabɔ mmɔden nnɔnhwerew abien a atwam ni a enkosi hwee.,ak,YES
msg_1016,"Ɣesiaɣi si mezi axadzi be mayi ŋkɔ ƒe akpaa dzi la, naneke medzɔna le agbo la dzi o. Mekɔ nye cache hã ŋu eye medze ŋgɔ kuxi ma ke kokoko.",ew,YES
msg_1017,"I am stuck on the previous page and cannot move forward to fill in my personal details. There was no clear error code, just a generic failure message.",en,YES
msg_1018,Portal no remma memfa mfitiaseɛ stage no nkɔ me din ne nsɛm foforɔ. Mabɔ mmɔden sɛ mede browser ahorow bedi dwuma nanso asɛm no da so ara wɔ hɔ.,ak,YES
msg_1019,I am stuck on the previous page and cannot move forward to fill in my personal details. I am doing this from Accra using a stable internet connection.,en,YES
msg_1020,"Bere biara a mɛkliki wɔ edin ɔfã no nkyɛn no, biribiara nsi wɔ portal no so. Mabɔ mmɔden sɛ mede browser ahorow bedi dwuma gye sɛ asɛm no da so ara wɔ hɔ.",ak,YES
msg_1021,I am stuck on the previous page and cannot move forward to fill in my personal details. I even tried using another laptop but nothing changed.,en,YES
msg_1022,Application no kɔ so gye me san na ɛremma me kwan mma memfa me din ho nsɛm nkɔma. Mesan nso yii me cache no fii hɔ na meda so ara hyia ɔhaw koro no ara.,ak,YES
msg_1023,Minyɛɛɛ maya fã ni mikɛ migbɛi lɛ he saji woɔ mli lɛ nɔ. Enɛ je shishi leebi nɛɛ.,ga,YES
msg_1024,Mede me ho ahyɛ kratafa a atwam no so na mintumi nkɔ m’anim nkɔhyehyɛ m’ankasa ho nsɛm. Eyi retwentwɛn m’akwantu nhyehyɛe ase na mihia mmoa ntɛm ara.,ak,NO
msg_1025,Agbo la mana mato afɔɖeɖe gbãtɔa me be mage ɖe nye ŋkɔ kple nyatakaka bubuwo me o. Esia le nye mɔzɔzɔ ƒe ɖoɖowo hem ɖe megbe eye mehiã kpekpeɖeŋu kpata.,ew,YES
msg_1026,Application no kɔ so gye me san na ɛremma me kwan mma memfa me din ho nsɛm nkɔma. Mesan nso yii me cache no fii hɔ na meda so ara hyia ɔhaw koro no ara.,ak,YES
msg_1027,"Mede me ho ahyɛ kratafa a atwam no so na mintumi nkɔ m’anim nkɔhyehyɛ m’ankasa ho nsɛm. Mesrɛ wo, hwɛ fi wo nkyɛn sɛ nhyehyɛe bi wɔ hɔ a.",ak,YES
msg_1028,I am stuck on the previous page and cannot move forward to fill in my personal details. I am doing this from Accra using a stable internet connection.,en,YES
msg_1029,Application no kɔ so gye me san na ɛremma memfa me din ho nsɛm nkɔma. Mebɔɔ mmɔden mpo sɛ mede laptop foforo bedi dwuma nanso biribiara ansakra.,ak,YES
msg_1030,Portal no remma memfa mfitiaseɛ stage no nkɔ me din ne nsɛm foforɔ mu. Mebɔɔ mmɔden mpo sɛ mede laptop foforo bedi dwuma nanso biribiara ansakra.,ak,YES
msg_1031,"Bere biara a mɛkliki wɔ edin ɔfã no nkyɛn no, biribiara nsi wɔ portal no so. Kindly boa me ma misiesie eyi sɛnea ɛbɛyɛ a metumi atoa me application no so.",ak,YES
msg_1032,"Bere biara a mɛkɔ edin no fã no nkyɛn no, biribiara nsi wɔ portal no so. Eyi fii ase sii anɔpa yi.",ak,YES
msg_1033,I am unable to proceed to the section where I enter my name details. This is delaying my travel plans and I need urgent help.,en,YES
msg_1034,The portal will not let me pass the initial stage to enter my name and other particulars. I even tried using another laptop but nothing changed.,en,YES
msg_1035,Application no kɔ so gye me san na ɛremma me kwan mma memfa me din ho nsɛm nkɔma. Mede intanɛt nkitahodi a ɛyɛ den na ɛreyɛ eyi afi Accra hɔ.,ak,YES
msg_1036,Agbo la mana mato afɔɖeɖe gbãtɔa me be maŋlɔ nye ŋkɔ kple nyatakaka bubuwo o. Mele agbagba dzem gaƒoƒo eve siwo va yi la evɔ medze edzi o.,ew,YES
msg_1037,Mintumi nkɔ ɔfã a mede me din ho nsɛm hyɛ mu no so. Eyi fii ase sii anɔpa yi.,ak,YES
msg_1038,Mede me ho ahyɛ kratafa a atwam no so na mintumi nkɔ m’anim nkɔhyehyɛ m’ankasa ho nsɛm. Mebɔɔ mmɔden mpo sɛ mede laptop foforo bedi dwuma nanso biribiara ansakra.,ak,YES
msg_1039,Portal no remma memfa mfitiaseɛ stage no nkɔ me din ne nsɛm foforɔ mu. Mebɔɔ mmɔden mpo sɛ mede laptop foforo bedi dwuma nanso biribiara ansakra.,ak,YES
msg_1040,"Mikɛ mihe kpɛtɛ baafa ni tsɔ hiɛ lɛ he ni minyɛɛɛ maya hiɛ koni mikɛ mi diɛŋtsɛ mihe saji awo mli. Tɔmɔ ko bɛ, tɔmɔ sane ko kɛkɛ ji nɔ ni yeɔ omanye.",ga,YES
msg_1041,I am unable to proceed to the section where I enter my name details. I have tried using different browsers but the issue remains.,en,YES
msg_1042,"Any time I click next to go to the name section, nothing happens on the portal. I also cleared my cache and still faced the same problem.",en,NO
msg_1043,I am stuck on the previous page and cannot move forward to fill in my personal details. I have been trying for the past two hours without success.,en,YES
msg_1044,"Any time I click next to go to the name section, nothing happens on the portal. I have been trying for the past two hours without success.",en,YES
msg_1045,Mintumi nkɔ ɔfã a mede me din ho nsɛm hyɛ mu no so. Eyi retwentwɛn m’akwantu nhyehyɛe ase na mihia mmoa ntɛm ara.,ak,YES
msg_1046,Nyemete ŋu yi akpa si meŋlɔ nye ŋkɔ ŋuti nyatakakawo ɖo la dzi o. Taflatse lé ŋku ɖe wò axadzi ŋu nenye be ɖoɖo aɖe li.,ew,YES
msg_1047,The portal will not let me pass the initial stage to enter my name and other particulars. I am doing this from Accra using a stable internet connection.,en,YES
msg_1048,"I am stuck on the previous page and cannot move forward to fill in my personal details. There was no clear error code, just a generic failure message.",en,YES
msg_1049,Mede me ho ahyɛ kratafa a atwam no so na mintumi nkɔ n’anim nkɔhyehyɛ m’ankasa ho nsɛm. Mabɔ mmɔden sɛ mede browser ahorow bedi dwuma nanso asɛm no da so ara wɔ hɔ.,ak,YES
msg_1050,"Bere biara a mɛkliki wɔ edin ɔfã no nkyɛn no, biribiara nsi wɔ portal no so. Na mfomso koodu biara nni hɔ a emu da hɔ, mfomso nkrasɛm a wɔde di dwuma wɔ ɔkwan a ɛkɔ akyiri so ara kwa.",ak,YES
msg_1051,"Bere biara a mɛkliki wɔ edin ɔfã no nkyɛn no, biribiara nsi wɔ portal no so. Na mfomso koodu biara nni hɔ a emu da hɔ, mfomso nkrasɛm a wɔde di dwuma wɔ ɔkwan a ɛkɔ akyiri so ara kwa.",ak,YES
msg_1052,"Mede me ho ahyɛ kratafa a atwam no so na mintumi nkɔ m’anim nkɔhyehyɛ m’ankasa ho nsɛm. Mesrɛ wo, hwɛ fi wo nkyɛn sɛ nhyehyɛe bi wɔ hɔ a.",ak,YES
